t=2026-01-12T04:55:29+0300 lvl=info msg="no configuration paths supplied"
t=2026-01-12T04:55:29+0300 lvl=info msg="using configuration at default config path" path="/Users/maria/Library/Application Support/ngrok/ngrok.yml"
t=2026-01-12T04:55:29+0300 lvl=info msg="open config file" path="/Users/maria/Library/Application Support/ngrok/ngrok.yml" err=nil
t=2026-01-12T10:07:44+0300 lvl=info msg="join connections" obj=join id=eadefe70caae l=[::1]:5001 r=102.0.13.212:45290
t=2026-01-12T10:07:44+0300 lvl=info msg="join connections" obj=join id=539cd2b70418 l=[::1]:5001 r=102.0.13.212:45290
t=2026-01-12T10:07:44+0300 lvl=info msg="join connections" obj=join id=9b99386fb0fa l=[::1]:5001 r=102.0.13.212:45290
t=2026-01-12T10:07:46+0300 lvl=info msg="join connections" obj=join id=f7c63270ad94 l=[::1]:5001 r=102.0.13.212:33824
t=2026-01-12T10:08:18+0300 lvl=info msg="join connections" obj=join id=b452bac83d75 l=[::1]:5001 r=102.0.13.212:45290
t=2026-01-12T10:08:19+0300 lvl=info msg="join connections" obj=join id=09e906594164 l=[::1]:5001 r=102.0.13.212:45290
t=2026-01-12T10:11:09+0300 lvl=info msg="join connections" obj=join id=3eb95112cf48 l=[::1]:5001 r=102.0.13.212:60174
t=2026-01-12T10:11:09+0300 lvl=info msg="join connections" obj=join id=a75f6801854d l=[::1]:5001 r=102.0.13.212:60174
t=2026-01-12T10:11:09+0300 lvl=info msg="join connections" obj=join id=01660ba46081 l=[::1]:5001 r=102.0.13.212:60174
t=2026-01-12T10:11:09+0300 lvl=info msg="join connections" obj=join id=918941442f9f l=[::1]:5001 r=102.0.13.212:60174
t=2026-01-12T10:11:16+0300 lvl=info msg="join connections" obj=join id=5e7d61f782e2 l=[::1]:5001 r=102.0.13.212:39028
t=2026-01-12T10:11:17+0300 lvl=info msg="join connections" obj=join id=552f7f0c5498 l=[::1]:5001 r=102.0.13.212:60174
t=2026-01-12T10:16:01+0300 lvl=info msg="join connections" obj=join id=088a8e37d644 l=[::1]:5001 r=102.0.13.212:46658
t=2026-01-12T10:16:02+0300 lvl=info msg="join connections" obj=join id=2bfbe298af96 l=[::1]:5001 r=102.0.13.212:35114
t=2026-01-12T10:16:09+0300 lvl=info msg="join connections" obj=join id=19a8168fdadd l=[::1]:5001 r=102.0.13.212:46658
t=2026-01-12T10:23:39+0300 lvl=info msg="join connections" obj=join id=7dadbebc8244 l=[::1]:5001 r=102.0.13.212:55414
t=2026-01-12T10:23:39+0300 lvl=info msg="join connections" obj=join id=4ce5b7ce6a8a l=[::1]:5001 r=102.0.13.212:55414
t=2026-01-12T10:23:39+0300 lvl=info msg="join connections" obj=join id=4f8802b9efe1 l=[::1]:5001 r=102.0.13.212:55414
t=2026-01-12T10:23:39+0300 lvl=info msg="join connections" obj=join id=eae09892eaf5 l=[::1]:5001 r=102.0.13.212:55414
t=2026-01-12T10:23:41+0300 lvl=info msg="join connections" obj=join id=cc4561dbdb4d l=[::1]:5001 r=102.0.13.212:55434
t=2026-01-12T10:23:53+0300 lvl=info msg="join connections" obj=join id=dfdd6429ec06 l=[::1]:5001 r=102.0.13.212:59276
t=2026-01-12T10:23:53+0300 lvl=info msg="join connections" obj=join id=18896c8bf7a8 l=[::1]:5001 r=102.0.13.212:59276
t=2026-01-12T10:23:53+0300 lvl=info msg="join connections" obj=join id=4dec8bab3200 l=[::1]:5001 r=102.0.13.212:59276
t=2026-01-12T10:23:53+0300 lvl=info msg="join connections" obj=join id=cad4c637e442 l=[::1]:5001 r=102.0.13.212:59240
t=2026-01-12T10:23:53+0300 lvl=info msg="join connections" obj=join id=1db929b94c01 l=[::1]:5001 r=102.0.13.212:59276
t=2026-01-12T10:25:28+0300 lvl=info msg="join connections" obj=join id=261381b2ebe5 l=[::1]:5001 r=102.0.13.212:59276
t=2026-01-12T10:25:28+0300 lvl=info msg="join connections" obj=join id=fc3c6400f9bb l=[::1]:5001 r=102.0.13.212:59276
t=2026-01-12T10:25:37+0300 lvl=info msg="join connections" obj=join id=11794c2e7102 l=[::1]:5001 r=102.0.13.212:59276
t=2026-01-12T10:27:18+0300 lvl=info msg="join connections" obj=join id=153667be072e l=[::1]:5001 r=102.0.13.212:59276
t=2026-01-12T10:28:06+0300 lvl=info msg="join connections" obj=join id=ee3f0fd37e88 l=[::1]:5001 r=102.0.13.212:59276
t=2026-01-12T10:28:07+0300 lvl=info msg="join connections" obj=join id=42b215b56acd l=[::1]:5001 r=102.0.13.212:59276
t=2026-01-12T10:31:07+0300 lvl=info msg="join connections" obj=join id=ae784c73250d l=[::1]:5001 r=102.0.13.212:59276
t=2026-01-12T10:38:10+0300 lvl=info msg="join connections" obj=join id=cc62c52806bf l=[::1]:5001 r=102.0.13.212:52036
t=2026-01-12T10:38:10+0300 lvl=info msg="join connections" obj=join id=23d30c7d5cad l=[::1]:5001 r=102.0.13.212:52036
t=2026-01-12T10:38:10+0300 lvl=info msg="join connections" obj=join id=a884c76667c9 l=[::1]:5001 r=102.0.13.212:52036
t=2026-01-12T10:38:10+0300 lvl=info msg="join connections" obj=join id=36be816b0c1c l=[::1]:5001 r=102.0.13.212:52036
t=2026-01-12T10:38:10+0300 lvl=info msg="join connections" obj=join id=34b242fac2e8 l=[::1]:5001 r=102.0.13.212:52036
t=2026-01-12T10:38:12+0300 lvl=info msg="join connections" obj=join id=ce6d9f932f85 l=[::1]:5001 r=102.0.13.212:52050
t=2026-01-12T10:40:48+0300 lvl=info msg="join connections" obj=join id=c6cd0c741f17 l=[::1]:5001 r=102.0.13.212:52036
t=2026-01-12T10:40:48+0300 lvl=info msg="join connections" obj=join id=f50902123682 l=[::1]:5001 r=102.0.13.212:52036
t=2026-01-12T10:40:51+0300 lvl=info msg="join connections" obj=join id=37e043dba121 l=[::1]:5001 r=102.0.13.212:52036
t=2026-01-12T10:53:37+0300 lvl=info msg="join connections" obj=join id=75abe33426e5 l=[::1]:5001 r=102.0.13.212:56698
t=2026-01-12T10:53:37+0300 lvl=info msg="join connections" obj=join id=39fcdc2cdff2 l=[::1]:5001 r=102.0.13.212:56698
t=2026-01-12T10:53:38+0300 lvl=info msg="join connections" obj=join id=585c15f49dcd l=[::1]:5001 r=102.0.13.212:56680
t=2026-01-12T10:53:38+0300 lvl=info msg="join connections" obj=join id=d2cb3e31bd36 l=[::1]:5001 r=102.0.13.212:56698
t=2026-01-12T10:53:38+0300 lvl=info msg="join connections" obj=join id=ad46a1174b76 l=[::1]:5001 r=102.0.13.212:56698
t=2026-01-12T10:54:14+0300 lvl=info msg="join connections" obj=join id=ab17880c8d48 l=[::1]:5001 r=102.0.13.212:39824
t=2026-01-12T10:54:15+0300 lvl=info msg="join connections" obj=join id=521e4a7bdefd l=[::1]:5001 r=102.0.13.212:39824
t=2026-01-12T10:54:15+0300 lvl=info msg="join connections" obj=join id=ef4c34a36a7b l=[::1]:5001 r=102.0.13.212:39824
t=2026-01-12T10:54:15+0300 lvl=info msg="join connections" obj=join id=62da25c1faa4 l=[::1]:5001 r=102.0.13.212:39824
t=2026-01-12T10:54:16+0300 lvl=info msg="join connections" obj=join id=e65b48794353 l=[::1]:5001 r=102.0.13.212:38042
t=2026-01-12T10:54:18+0300 lvl=info msg="join connections" obj=join id=3bc54f266177 l=[::1]:5001 r=102.0.13.212:39824
t=2026-01-12T10:54:41+0300 lvl=info msg="join connections" obj=join id=7038eaf705f5 l=[::1]:5001 r=102.0.13.212:39824
t=2026-01-12T10:54:43+0300 lvl=info msg="join connections" obj=join id=3988eb0d2192 l=[::1]:5001 r=102.0.13.212:39824
t=2026-01-12T10:59:50+0300 lvl=info msg="join connections" obj=join id=d3379b81edc0 l=[::1]:5001 r=102.0.13.212:35526
t=2026-01-12T10:59:50+0300 lvl=info msg="join connections" obj=join id=bb3eade1182e l=[::1]:5001 r=102.0.13.212:35526
t=2026-01-12T10:59:50+0300 lvl=info msg="join connections" obj=join id=708af9cb4515 l=[::1]:5001 r=102.0.13.212:35526
t=2026-01-12T10:59:50+0300 lvl=info msg="join connections" obj=join id=46dbbe959489 l=[::1]:5001 r=102.0.13.212:35526
t=2026-01-12T10:59:53+0300 lvl=info msg="join connections" obj=join id=c1291e727273 l=[::1]:5001 r=102.0.13.212:35546
t=2026-01-12T11:00:02+0300 lvl=info msg="join connections" obj=join id=ebd5bd0e4127 l=[::1]:5001 r=102.0.13.212:43162
t=2026-01-12T11:00:02+0300 lvl=info msg="join connections" obj=join id=2a17151b9a17 l=[::1]:5001 r=102.0.13.212:43100
t=2026-01-12T11:00:03+0300 lvl=info msg="join connections" obj=join id=b68ee9751d53 l=[::1]:5001 r=102.0.13.212:43162
t=2026-01-12T11:00:03+0300 lvl=info msg="join connections" obj=join id=21561469db1b l=[::1]:5001 r=102.0.13.212:43162
t=2026-01-12T11:00:03+0300 lvl=info msg="join connections" obj=join id=9a4be81b5fd0 l=[::1]:5001 r=102.0.13.212:43162
t=2026-01-12T11:00:03+0300 lvl=info msg="join connections" obj=join id=c5a56decda82 l=[::1]:5001 r=102.0.13.212:43162
t=2026-01-12T11:03:01+0300 lvl=info msg="join connections" obj=join id=ee1fcad9e8ed l=[::1]:5001 r=102.0.13.212:43162
t=2026-01-12T11:03:01+0300 lvl=info msg="join connections" obj=join id=c4a23e08db53 l=[::1]:5001 r=102.0.13.212:43162
t=2026-01-12T11:03:05+0300 lvl=info msg="join connections" obj=join id=2c2e5f6f1bbf l=[::1]:5001 r=102.0.13.212:41422
t=2026-01-12T11:03:11+0300 lvl=info msg="join connections" obj=join id=6574cedbe83d l=[::1]:5001 r=102.0.13.212:43162
t=2026-01-12T11:03:32+0300 lvl=info msg="join connections" obj=join id=aa047050d752 l=[::1]:5001 r=102.0.13.212:54930
t=2026-01-12T11:03:32+0300 lvl=info msg="join connections" obj=join id=688b35b7e029 l=[::1]:5001 r=102.0.13.212:54930
t=2026-01-12T11:03:32+0300 lvl=info msg="join connections" obj=join id=57a211dd9fa4 l=[::1]:5001 r=102.0.13.212:54930
t=2026-01-12T11:03:32+0300 lvl=info msg="join connections" obj=join id=20764cdf2d20 l=[::1]:5001 r=102.0.13.212:54930
t=2026-01-12T11:03:32+0300 lvl=info msg="join connections" obj=join id=ee58d21503a2 l=[::1]:5001 r=102.0.13.212:54886
t=2026-01-12T11:03:44+0300 lvl=info msg="join connections" obj=join id=795654084538 l=[::1]:5001 r=102.0.13.212:54930
t=2026-01-12T11:03:44+0300 lvl=info msg="join connections" obj=join id=9411c3540ebd l=[::1]:5001 r=102.0.13.212:54930
t=2026-01-12T11:03:44+0300 lvl=info msg="join connections" obj=join id=d10995fa0b23 l=[::1]:5001 r=102.0.13.212:54930
t=2026-01-12T11:05:46+0300 lvl=info msg="update available" obj=updater
t=2026-01-12T11:09:12+0300 lvl=info msg="join connections" obj=join id=99cb430b4ccd l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:09:12+0300 lvl=info msg="join connections" obj=join id=16ab768a1d2f l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:09:12+0300 lvl=info msg="join connections" obj=join id=baed6c1cb57b l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:09:12+0300 lvl=info msg="join connections" obj=join id=d28423e2d3ef l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:09:14+0300 lvl=info msg="join connections" obj=join id=b7aefdc830a7 l=[::1]:5001 r=102.0.13.212:37794
t=2026-01-12T11:09:15+0300 lvl=info msg="join connections" obj=join id=516ae23bc823 l=[::1]:5001 r=102.0.13.212:37804
t=2026-01-12T11:09:16+0300 lvl=info msg="join connections" obj=join id=5e6f49feb38b l=[::1]:5001 r=102.0.13.212:37812
t=2026-01-12T11:09:21+0300 lvl=info msg="join connections" obj=join id=517bf31a2415 l=[::1]:5001 r=102.0.13.212:37820
t=2026-01-12T11:09:26+0300 lvl=info msg="join connections" obj=join id=62571120b56a l=[::1]:5001 r=102.0.13.212:50584
t=2026-01-12T11:09:30+0300 lvl=info msg="join connections" obj=join id=34da8d4aa86d l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:09:35+0300 lvl=info msg="join connections" obj=join id=37fe0d539bd0 l=[::1]:5001 r=102.0.13.212:50594
t=2026-01-12T11:09:51+0300 lvl=info msg="join connections" obj=join id=5dbab269be77 l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:10:27+0300 lvl=info msg="join connections" obj=join id=5644035ef23d l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:10:29+0300 lvl=info msg="join connections" obj=join id=7382d15cc5ba l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:10:33+0300 lvl=info msg="join connections" obj=join id=73266a48ee37 l=[::1]:5001 r=102.0.13.212:37638
t=2026-01-12T11:10:34+0300 lvl=info msg="join connections" obj=join id=cb0658c65863 l=[::1]:5001 r=102.0.13.212:37648
t=2026-01-12T11:10:44+0300 lvl=info msg="join connections" obj=join id=68fee7f096ee l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:10:49+0300 lvl=info msg="join connections" obj=join id=2a496f2ba042 l=[::1]:5001 r=102.0.13.212:53540
t=2026-01-12T11:11:08+0300 lvl=info msg="join connections" obj=join id=a3fcc45526f0 l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:11:09+0300 lvl=info msg="join connections" obj=join id=40b4b4866efe l=[::1]:5001 r=102.0.13.212:49498
t=2026-01-12T11:11:11+0300 lvl=info msg="join connections" obj=join id=c3c2ed0ada42 l=[::1]:5001 r=102.0.13.212:49500
t=2026-01-12T11:11:14+0300 lvl=info msg="join connections" obj=join id=6d0ac546397b l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:12:49+0300 lvl=info msg="join connections" obj=join id=a1f63cc0cb15 l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:12:59+0300 lvl=info msg="join connections" obj=join id=34ef63de322c l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:13:16+0300 lvl=info msg="join connections" obj=join id=663404d9e265 l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:13:16+0300 lvl=info msg="join connections" obj=join id=bbf8ec836b5b l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:13:39+0300 lvl=info msg="join connections" obj=join id=1553c386cb31 l=[::1]:5001 r=102.0.13.212:58736
t=2026-01-12T11:13:40+0300 lvl=info msg="join connections" obj=join id=d8bb140c61ad l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:13:41+0300 lvl=info msg="join connections" obj=join id=3d74f2ee50d1 l=[::1]:5001 r=102.0.13.212:58748
t=2026-01-12T11:13:44+0300 lvl=info msg="join connections" obj=join id=d2584368986c l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:14:19+0300 lvl=info msg="join connections" obj=join id=be565fb7cf85 l=[::1]:5001 r=102.0.13.212:52284
t=2026-01-12T11:14:28+0300 lvl=info msg="join connections" obj=join id=f5b83607efaa l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:14:28+0300 lvl=info msg="join connections" obj=join id=8abcd6d72b5a l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:14:34+0300 lvl=info msg="join connections" obj=join id=62e854fb9d6c l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T11:17:40+0300 lvl=info msg="join connections" obj=join id=291779f45ea8 l=[::1]:5001 r=102.0.13.212:37778
t=2026-01-12T12:32:09+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=5a982c55a948 clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-12T12:32:09+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="session closed"
t=2026-01-12T12:32:19+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-12T12:32:19+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-12T14:37:23+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=05643609e3fd clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-12T14:37:23+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="session closed"
t=2026-01-12T14:37:23+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:37:24+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:37:25+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:37:27+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:37:31+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:37:39+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:37:55+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:38:25+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:38:55+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:39:25+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:39:55+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:40:25+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:40:55+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:41:25+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:41:55+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:42:25+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:42:55+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:43:25+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp: lookup connect.ngrok-agent.com: no such host"
t=2026-01-12T14:43:59+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-12T14:43:59+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-12T15:31:56+0300 lvl=info msg="join connections" obj=join id=f306b758b841 l=[::1]:5001 r=102.0.13.212:56018
t=2026-01-12T15:31:56+0300 lvl=info msg="join connections" obj=join id=f6aeb7c90478 l=[::1]:5001 r=102.0.13.212:56018
t=2026-01-12T15:31:56+0300 lvl=info msg="join connections" obj=join id=6e67ba78072b l=[::1]:5001 r=102.0.13.212:56018
t=2026-01-12T15:31:57+0300 lvl=info msg="join connections" obj=join id=051af156fb67 l=[::1]:5001 r=102.0.13.212:56030
t=2026-01-12T15:32:01+0300 lvl=info msg="join connections" obj=join id=67f3921af119 l=[::1]:5001 r=102.0.13.212:56018
t=2026-01-12T15:32:01+0300 lvl=info msg="join connections" obj=join id=f51fa616036b l=[::1]:5001 r=102.0.13.212:56018
t=2026-01-12T15:32:01+0300 lvl=info msg="join connections" obj=join id=79efdfe06a67 l=[::1]:5001 r=102.0.13.212:56040
t=2026-01-12T15:32:03+0300 lvl=info msg="join connections" obj=join id=431a4921f8df l=[::1]:5001 r=102.0.13.212:56042
t=2026-01-12T15:32:08+0300 lvl=info msg="join connections" obj=join id=620f01f6e73b l=[::1]:5001 r=102.0.13.212:50272
t=2026-01-12T15:32:19+0300 lvl=info msg="join connections" obj=join id=44d14e7f3cb3 l=[::1]:5001 r=102.0.13.212:56018
t=2026-01-12T15:32:19+0300 lvl=info msg="join connections" obj=join id=f9a5fee848dc l=[::1]:5001 r=102.0.13.212:56018
t=2026-01-12T15:32:19+0300 lvl=info msg="join connections" obj=join id=482a693cfd09 l=[::1]:5001 r=102.0.13.212:56018
t=2026-01-12T15:32:19+0300 lvl=info msg="join connections" obj=join id=ce2594a35107 l=[::1]:5001 r=102.0.13.212:56018
t=2026-01-12T15:32:20+0300 lvl=info msg="join connections" obj=join id=842eae65412b l=[::1]:5001 r=102.0.13.212:43194
t=2026-01-12T15:32:31+0300 lvl=info msg="join connections" obj=join id=d21fc62cc7e0 l=[::1]:5001 r=102.0.13.212:55640
t=2026-01-12T15:32:31+0300 lvl=info msg="join connections" obj=join id=10a9e21f57b6 l=[::1]:5001 r=102.0.13.212:55640
t=2026-01-12T15:32:31+0300 lvl=info msg="join connections" obj=join id=d44d9d763caa l=[::1]:5001 r=102.0.13.212:55640
t=2026-01-12T15:32:31+0300 lvl=info msg="join connections" obj=join id=722d99898fd1 l=[::1]:5001 r=102.0.13.212:55628
t=2026-01-12T15:32:31+0300 lvl=info msg="join connections" obj=join id=3d466281893d l=[::1]:5001 r=102.0.13.212:55640
t=2026-01-12T15:33:26+0300 lvl=info msg="join connections" obj=join id=b56917e21e58 l=[::1]:5001 r=102.0.13.212:39900
t=2026-01-12T15:33:28+0300 lvl=info msg="join connections" obj=join id=bff34d91617a l=[::1]:5001 r=102.0.13.212:39916
t=2026-01-12T15:48:07+0300 lvl=info msg="join connections" obj=join id=8284f5909ca8 l=[::1]:5001 r=102.0.13.212:46286
t=2026-01-12T15:48:07+0300 lvl=info msg="join connections" obj=join id=59b06e669e7c l=[::1]:5001 r=102.0.13.212:46274
t=2026-01-12T15:48:08+0300 lvl=info msg="join connections" obj=join id=4e3d3c9c2973 l=[::1]:5001 r=102.0.13.212:46286
t=2026-01-12T15:48:46+0300 lvl=info msg="join connections" obj=join id=357dc1fe9df1 l=[::1]:5001 r=102.0.13.212:37574
t=2026-01-12T15:48:46+0300 lvl=info msg="join connections" obj=join id=d8f161d7eb0d l=[::1]:5001 r=102.0.13.212:37574
t=2026-01-12T15:48:46+0300 lvl=info msg="join connections" obj=join id=26c2c483b026 l=[::1]:5001 r=102.0.13.212:37552
t=2026-01-12T15:48:46+0300 lvl=info msg="join connections" obj=join id=66bb50dfc63b l=[::1]:5001 r=102.0.13.212:37574
t=2026-01-12T15:48:56+0300 lvl=info msg="join connections" obj=join id=e1950a6bf0b2 l=[::1]:5001 r=102.0.13.212:58232
t=2026-01-12T15:49:20+0300 lvl=info msg="join connections" obj=join id=9ce1fe5521b2 l=[::1]:5001 r=102.0.13.212:37574
t=2026-01-12T15:49:20+0300 lvl=info msg="join connections" obj=join id=3b6a00773f19 l=[::1]:5001 r=102.0.13.212:37574
t=2026-01-12T15:49:20+0300 lvl=info msg="join connections" obj=join id=19eaa2627fb0 l=[::1]:5001 r=102.0.13.212:37574
t=2026-01-12T15:49:20+0300 lvl=info msg="join connections" obj=join id=1d8fbde96396 l=[::1]:5001 r=102.0.13.212:37574
t=2026-01-12T15:49:21+0300 lvl=info msg="join connections" obj=join id=6057a2bb5220 l=[::1]:5001 r=102.0.13.212:60386
t=2026-01-12T15:50:07+0300 lvl=info msg="join connections" obj=join id=a9617a51d61e l=[::1]:5001 r=102.0.13.212:56856
t=2026-01-12T15:50:07+0300 lvl=info msg="join connections" obj=join id=c0d14dc3932c l=[::1]:5001 r=102.0.13.212:56856
t=2026-01-12T15:50:07+0300 lvl=info msg="join connections" obj=join id=c672d4dcbcca l=[::1]:5001 r=102.0.13.212:56856
t=2026-01-12T15:50:07+0300 lvl=info msg="join connections" obj=join id=5e2068703dad l=[::1]:5001 r=102.0.13.212:56830
t=2026-01-12T15:50:13+0300 lvl=info msg="join connections" obj=join id=87d10de50cb3 l=[::1]:5001 r=102.0.13.212:56876
t=2026-01-12T15:50:15+0300 lvl=info msg="join connections" obj=join id=cdec31ec8931 l=[::1]:5001 r=102.0.13.212:56856
t=2026-01-12T15:50:22+0300 lvl=info msg="join connections" obj=join id=3ce9b63ff9fe l=[::1]:5001 r=102.0.13.212:56856
t=2026-01-12T15:50:22+0300 lvl=info msg="join connections" obj=join id=93671d05a01b l=[::1]:5001 r=102.0.13.212:56856
t=2026-01-12T15:50:24+0300 lvl=info msg="join connections" obj=join id=1ac07da36c66 l=[::1]:5001 r=102.0.13.212:41638
t=2026-01-12T15:50:26+0300 lvl=info msg="join connections" obj=join id=ec37cd661656 l=[::1]:5001 r=102.0.13.212:41002
t=2026-01-12T15:50:34+0300 lvl=info msg="join connections" obj=join id=18eedf4d9556 l=[::1]:5001 r=102.0.13.212:41018
t=2026-01-12T15:50:35+0300 lvl=info msg="join connections" obj=join id=4e5a47083de2 l=[::1]:5001 r=102.0.13.212:42602
t=2026-01-12T15:50:37+0300 lvl=info msg="join connections" obj=join id=d46994cbc52c l=[::1]:5001 r=102.0.13.212:56856
t=2026-01-12T15:50:46+0300 lvl=info msg="join connections" obj=join id=2db159c342ac l=[::1]:5001 r=102.0.13.212:59116
t=2026-01-12T15:50:46+0300 lvl=info msg="join connections" obj=join id=7423ae4dea0a l=[::1]:5001 r=102.0.13.212:56856
t=2026-01-12T15:50:46+0300 lvl=info msg="join connections" obj=join id=d2d0a1cc5bb2 l=[::1]:5001 r=102.0.13.212:56856
t=2026-01-12T15:50:47+0300 lvl=info msg="join connections" obj=join id=d0c840cf7780 l=[::1]:5001 r=102.0.13.212:59128
t=2026-01-12T15:52:05+0300 lvl=info msg="join connections" obj=join id=a52dea481e21 l=[::1]:5001 r=102.0.13.212:56856
t=2026-01-12T15:52:05+0300 lvl=info msg="join connections" obj=join id=86fec6823960 l=[::1]:5001 r=102.0.13.212:56856
t=2026-01-12T15:52:05+0300 lvl=info msg="join connections" obj=join id=969d8c53a178 l=[::1]:5001 r=102.0.13.212:56856
t=2026-01-12T15:52:14+0300 lvl=info msg="join connections" obj=join id=84ac958ab133 l=[::1]:5001 r=102.0.13.212:56856
t=2026-01-12T15:52:15+0300 lvl=info msg="join connections" obj=join id=6f87d7962f87 l=[::1]:5001 r=102.0.13.212:56856
t=2026-01-12T16:40:52+0300 lvl=info msg="join connections" obj=join id=4a1c46652c61 l=[::1]:5001 r=102.0.13.212:60932
